date,original_body_fat_pct,original_fat_mass,calibrated_fat_mass,calibrated_body_fat_pct,weight
2025-09-04T08:01:34,17.2,32.507999999999996,40.848908499767745,21.613179100406217,189.0
2025-09-04T08:01:01,17.2,32.507999999999996,40.848908499767745,21.613179100406217,189.0
2025-09-02T07:37:41,17.2,32.68,41.21981952093424,21.694641853123283,190.0
2025-09-01T09:39:33,17.1,32.2164,40.22008493132505,21.3482404094082,188.4
2025-08-31T09:59:00,16.9,31.602999999999998,38.897312719792964,20.8007019891941,187.0
2025-08-31T09:52:14,16.9,31.636799999999994,38.970201048371024,20.817415089941786,187.2
2025-08-30T09:25:18,17.1,32.284800000000004,40.367586756021495,21.381137052977486,188.8
2025-08-29T07:25:11,17.2,32.542399999999994,40.92309070400104,21.629540541226767,189.2
2025-08-28T07:37:58,17.2,32.6456,41.14563731670094,21.678417975079526,189.8
2025-08-27T08:03:53,17.23,32.77146,41.41704929998008,21.775525394311295,190.2
2025-08-26T07:59:23,17.16,32.466719999999995,40.7598898546878,21.543282164211313,189.2
2025-08-25T07:56:30,17.23,32.737,41.342737708181275,21.759335635884884,190.0
2025-08-24T09:46:27,16.89,31.7532,39.22121292548603,20.86234730079044,188.0
2025-08-23T09:00:10,17.16,32.50104,40.833899542167075,21.55960905077459,189.4
2025-08-22T09:14:38,17.03,32.084520000000005,39.9356910623051,21.197288249631153,188.4
2025-08-21T07:49:44,17.23,32.737,41.342737708181275,21.759335635884884,190.0
